Date	Hours	FI
09-10-2014	07-08	43.88
09-10-2014	08-09	42.62
09-10-2014	09-10	43.93
09-10-2014	10-11	42.92
09-10-2014	11-12	43.45
09-10-2014	12-13	34.24
09-10-2014	13-14	34.18
09-10-2014	14-15	34.12
09-10-2014	15-16	35.46
09-10-2014	16-17	35.14
09-10-2014	17-18	38.04
09-10-2014	18-19	60.72
09-10-2014	19-20	38.72
09-10-2014	20-21	35.31
09-10-2014	21-22	34.78
09-10-2014	22-23	32.86
09-10-2014	23-00	30.91
10-10-2014	00-01	29.49
10-10-2014	01-02	28.25
10-10-2014	02-03	27.59
10-10-2014	03-04	27.57
10-10-2014	04-05	29.26
10-10-2014	05-06	33.18
10-10-2014	06-07	40.99
10-10-2014	07-08	45.03
10-10-2014	08-09	46.5
10-10-2014	09-10	47.05
10-10-2014	10-11	45.01
10-10-2014	11-12	48.52
10-10-2014	12-13	44.86
10-10-2014	13-14	41.23
10-10-2014	14-15	38.91
10-10-2014	15-16	35.73
10-10-2014	16-17	35.62
10-10-2014	17-18	41.83
10-10-2014	18-19	53.88
10-10-2014	19-20	37.26
10-10-2014	20-21	34.69
10-10-2014	21-22	33.87
10-10-2014	22-23	32.69
10-10-2014	23-00	31.53
11-10-2014	00-01	31.42
11-10-2014	01-02	30.86
11-10-2014	02-03	30.52
11-10-2014	03-04	30.52
11-10-2014	04-05	30.72
11-10-2014	05-06	31.08
11-10-2014	06-07	31.51
11-10-2014	07-08	33.31
11-10-2014	08-09	34.36
11-10-2014	09-10	35.81
11-10-2014	10-11	36.17
11-10-2014	11-12	36.2
11-10-2014	12-13	35.03
11-10-2014	13-14	32.9
11-10-2014	14-15	32.53
11-10-2014	15-16	32.81
11-10-2014	16-17	34.15
11-10-2014	17-18	36.85
11-10-2014	18-19	39.64
11-10-2014	19-20	38.67
11-10-2014	20-21	36.85
11-10-2014	21-22	34.91
11-10-2014	22-23	33.14
11-10-2014	23-00	31.76
12-10-2014	00-01	31.54
12-10-2014	01-02	30.96
12-10-2014	02-03	30.88
12-10-2014	03-04	30.67
12-10-2014	04-05	30.71
12-10-2014	05-06	30.93
12-10-2014	06-07	31.16
12-10-2014	07-08	31.13
12-10-2014	08-09	31.83
12-10-2014	09-10	32.68
12-10-2014	10-11	34.21
12-10-2014	11-12	34.67
12-10-2014	12-13	33.65
12-10-2014	13-14	32.81
12-10-2014	14-15	32.66
12-10-2014	15-16	32.54
12-10-2014	16-17	33.17
12-10-2014	17-18	34.42
12-10-2014	18-19	37.21
12-10-2014	19-20	37.81
12-10-2014	20-21	36.22
12-10-2014	21-22	34.56
12-10-2014	22-23	33.57
12-10-2014	23-00	31.62
13-10-2014	00-01	31.04
13-10-2014	01-02	30.94
13-10-2014	02-03	30.71
13-10-2014	03-04	30.82
13-10-2014	04-05	31.2
13-10-2014	05-06	35.3
13-10-2014	06-07	37.92
13-10-2014	07-08	40.95
13-10-2014	08-09	43.83
13-10-2014	09-10	43.31
13-10-2014	10-11	43.84
13-10-2014	11-12	42.74
13-10-2014	12-13	39.13
13-10-2014	13-14	38.92
13-10-2014	14-15	37.9
13-10-2014	15-16	37.72
13-10-2014	16-17	37.39
13-10-2014	17-18	40.37
13-10-2014	18-19	44.66
13-10-2014	19-20	40.39
13-10-2014	20-21	36.98
13-10-2014	21-22	35.47
13-10-2014	22-23	34.22
13-10-2014	23-00	33.23
14-10-2014	00-01	31.78
14-10-2014	01-02	31.24
14-10-2014	02-03	31.07
14-10-2014	03-04	31.07
14-10-2014	04-05	31.37
14-10-2014	05-06	33.12
14-10-2014	06-07	36.13
14-10-2014	07-08	37.72
14-10-2014	08-09	39.38
14-10-2014	09-10	39.06
14-10-2014	10-11	38.81
14-10-2014	11-12	40.03
14-10-2014	12-13	37.07
14-10-2014	13-14	36.6
14-10-2014	14-15	36
14-10-2014	15-16	37.49
14-10-2014	16-17	37.78
14-10-2014	17-18	39.22
14-10-2014	18-19	44.62
14-10-2014	19-20	37.82
14-10-2014	20-21	36.39
14-10-2014	21-22	35.82
14-10-2014	22-23	34.71
14-10-2014	23-00	32.26
15-10-2014	00-01	31.1
15-10-2014	01-02	30.75
15-10-2014	02-03	30.55
15-10-2014	03-04	30.51
15-10-2014	04-05	31.01
15-10-2014	05-06	32.9
15-10-2014	06-07	37.16
15-10-2014	07-08	38.8
15-10-2014	08-09	40.35
15-10-2014	09-10	40.5
15-10-2014	10-11	40.09
15-10-2014	11-12	40.89
15-10-2014	12-13	37.58
15-10-2014	13-14	37.47
15-10-2014	14-15	37.18
15-10-2014	15-16	38.03
15-10-2014	16-17	38.13
15-10-2014	17-18	43.26
15-10-2014	18-19	64.74
15-10-2014	19-20	37.92
15-10-2014	20-21	36.04
15-10-2014	21-22	35.3
15-10-2014	22-23	34.35
15-10-2014	23-00	32.08
16-10-2014	00-01	30.54
16-10-2014	01-02	30.25
16-10-2014	02-03	30.09
16-10-2014	03-04	30.18
16-10-2014	04-05	30.67
16-10-2014	05-06	39.13
16-10-2014	06-07	50.73
16-10-2014	07-08	53.11
16-10-2014	08-09	49.28
16-10-2014	09-10	47.92
16-10-2014	10-11	48.01
16-10-2014	11-12	47.94
16-10-2014	12-13	39.08
16-10-2014	13-14	38.24
16-10-2014	14-15	37.7
16-10-2014	15-16	39.75
16-10-2014	16-17	39.56
16-10-2014	17-18	43.61
16-10-2014	18-19	70.8
16-10-2014	19-20	40.53
16-10-2014	20-21	37.11
16-10-2014	21-22	35.78
16-10-2014	22-23	33.59
16-10-2014	23-00	32.11
17-10-2014	00-01	31.05
17-10-2014	01-02	30.8
17-10-2014	02-03	30.53
17-10-2014	03-04	30.65
17-10-2014	04-05	30.83
17-10-2014	05-06	32.41
17-10-2014	06-07	42.95
17-10-2014	07-08	46.79
17-10-2014	08-09	50.72
17-10-2014	09-10	50.24
17-10-2014	10-11	48.43
17-10-2014	11-12	46.87
17-10-2014	12-13	36.58
17-10-2014	13-14	35.33
17-10-2014	14-15	34.97
17-10-2014	15-16	42.68
17-10-2014	16-17	43.9
17-10-2014	17-18	54.78
17-10-2014	18-19	60.06
17-10-2014	19-20	36.53
17-10-2014	20-21	34.5
17-10-2014	21-22	34.22
17-10-2014	22-23	33.45
17-10-2014	23-00	31.9
18-10-2014	00-01	31.02
18-10-2014	01-02	30.8
18-10-2014	02-03	30.7
18-10-2014	03-04	30.67
18-10-2014	04-05	30.63
18-10-2014	05-06	30.67
18-10-2014	06-07	31.52
18-10-2014	07-08	37.13
18-10-2014	08-09	38.8
18-10-2014	09-10	39.74
18-10-2014	10-11	39.72
18-10-2014	11-12	39.14
18-10-2014	12-13	39.18
18-10-2014	13-14	39.18
18-10-2014	14-15	37.49
18-10-2014	15-16	36.83
18-10-2014	16-17	39.12
18-10-2014	17-18	59.09
18-10-2014	18-19	65.01
18-10-2014	19-20	60.09
18-10-2014	20-21	41.89
18-10-2014	21-22	44.97
18-10-2014	22-23	34.36
18-10-2014	23-00	32.54
19-10-2014	00-01	30.43
19-10-2014	01-02	30.2
19-10-2014	02-03	25.89
19-10-2014	03-04	25.34
19-10-2014	04-05	30.2
19-10-2014	05-06	30.21
19-10-2014	06-07	29.01
19-10-2014	07-08	27.32
19-10-2014	08-09	30.27
19-10-2014	09-10	33.98
19-10-2014	10-11	35.17
19-10-2014	11-12	36.08
19-10-2014	12-13	35.32
19-10-2014	13-14	33.9
19-10-2014	14-15	33.85
19-10-2014	15-16	34.57
19-10-2014	16-17	36.86
19-10-2014	17-18	42.62
19-10-2014	18-19	47.59
19-10-2014	19-20	42.69
19-10-2014	20-21	38.27
19-10-2014	21-22	37.85
19-10-2014	22-23	36.44
19-10-2014	23-00	31.27
20-10-2014	00-01	20.59
20-10-2014	01-02	18.1
20-10-2014	02-03	16.37
20-10-2014	03-04	10.05
20-10-2014	04-05	18.38
20-10-2014	05-06	39.11
20-10-2014	06-07	48.8
20-10-2014	07-08	60.02
20-10-2014	08-09	60.02
20-10-2014	09-10	60.02
20-10-2014	10-11	60.02
20-10-2014	11-12	53.08
20-10-2014	12-13	38.46
20-10-2014	13-14	37.43
20-10-2014	14-15	35.59
20-10-2014	15-16	45.02
20-10-2014	16-17	46.17
20-10-2014	17-18	60.03
20-10-2014	18-19	60.02
20-10-2014	19-20	42.42
20-10-2014	20-21	33.86
20-10-2014	21-22	33.56
20-10-2014	22-23	32.29
20-10-2014	23-00	30.11
21-10-2014	00-01	28.7
21-10-2014	01-02	27.67
21-10-2014	02-03	26.91
21-10-2014	03-04	26.37
21-10-2014	04-05	27.97
21-10-2014	05-06	35.39
21-10-2014	06-07	45.62
21-10-2014	07-08	48.97
21-10-2014	08-09	50.29
21-10-2014	09-10	51.53
21-10-2014	10-11	48.88
21-10-2014	11-12	48.75
21-10-2014	12-13	36.99
21-10-2014	13-14	36.97
21-10-2014	14-15	36.92
21-10-2014	15-16	41.62
21-10-2014	16-17	41.93
21-10-2014	17-18	52.81
21-10-2014	18-19	74.35
21-10-2014	19-20	43.52
21-10-2014	20-21	35.37
21-10-2014	21-22	35.36
21-10-2014	22-23	34.02
21-10-2014	23-00	27.54
22-10-2014	00-01	25.89
22-10-2014	01-02	23.17
22-10-2014	02-03	23.18
22-10-2014	03-04	23.98
22-10-2014	04-05	25.7
22-10-2014	05-06	41.55
22-10-2014	06-07	63.1
22-10-2014	07-08	74.37
22-10-2014	08-09	79.98
22-10-2014	09-10	74.75
22-10-2014	10-11	74.38
22-10-2014	11-12	74.32
22-10-2014	12-13	48.81
22-10-2014	13-14	44.83
22-10-2014	14-15	41.97
22-10-2014	15-16	54.79
22-10-2014	16-17	56.44
22-10-2014	17-18	74.39
22-10-2014	18-19	79.95
22-10-2014	19-20	57.85
22-10-2014	20-21	38.08
22-10-2014	21-22	37
22-10-2014	22-23	35.33
22-10-2014	23-00	31.85
23-10-2014	00-01	28.01
23-10-2014	01-02	26.4
23-10-2014	02-03	25.63
23-10-2014	03-04	25.79
23-10-2014	04-05	27.28
23-10-2014	05-06	37.08
23-10-2014	06-07	47.91
23-10-2014	07-08	59.28
23-10-2014	08-09	66.16
23-10-2014	09-10	57.99
23-10-2014	10-11	55.58
23-10-2014	11-12	47.99
23-10-2014	12-13	42.31
23-10-2014	13-14	37.81
23-10-2014	14-15	41.59
23-10-2014	15-16	46.88
23-10-2014	16-17	47.74
23-10-2014	17-18	59.95
23-10-2014	18-19	60.38
23-10-2014	19-20	46.81
23-10-2014	20-21	36.95
23-10-2014	21-22	36.97
23-10-2014	22-23	35.69
23-10-2014	23-00	30.19
24-10-2014	00-01	24.62
24-10-2014	01-02	23.52
24-10-2014	02-03	21.97
24-10-2014	03-04	23.14
24-10-2014	04-05	25.88
24-10-2014	05-06	39.12
24-10-2014	06-07	47.27
24-10-2014	07-08	47.2
24-10-2014	08-09	47.21
24-10-2014	09-10	46.18
24-10-2014	10-11	42.82
24-10-2014	11-12	44.64
24-10-2014	12-13	39.09
24-10-2014	13-14	36.55
24-10-2014	14-15	38.36
24-10-2014	15-16	42.13
24-10-2014	16-17	41.15
24-10-2014	17-18	47.23
24-10-2014	18-19	47.27
24-10-2014	19-20	40.37
24-10-2014	20-21	35.33
24-10-2014	21-22	34.93
24-10-2014	22-23	31.4
24-10-2014	23-00	23.96
25-10-2014	00-01	32.88
25-10-2014	01-02	30.15
25-10-2014	02-03	29.27
25-10-2014	03-04	30.12
25-10-2014	04-05	30.25
25-10-2014	05-06	36.29
25-10-2014	06-07	36.78
25-10-2014	07-08	30.23
25-10-2014	08-09	34.01
25-10-2014	09-10	34.61
25-10-2014	10-11	33.14
25-10-2014	11-12	33.29
25-10-2014	12-13	32.3
25-10-2014	13-14	31.76
25-10-2014	14-15	32.96
25-10-2014	15-16	34.24
25-10-2014	16-17	37.08
25-10-2014	17-18	40.66
25-10-2014	18-19	41.13
25-10-2014	19-20	37.67
25-10-2014	20-21	32.89
25-10-2014	21-22	36.34
25-10-2014	22-23	33.04
25-10-2014	23-00	29.17
26-10-2014	00-01	30.19
26-10-2014	01-02	24.05
26-10-2014	02-03	20.97
26-10-2014	03-04	19.21
26-10-2014	04-05	23.11
26-10-2014	05-06	24.1
26-10-2014	06-07	17.39
26-10-2014	07-08	18
26-10-2014	08-09	23.5
26-10-2014	09-10	25.32
26-10-2014	10-11	30.1
26-10-2014	11-12	30.17
26-10-2014	12-13	30.2
26-10-2014	13-14	30.12
26-10-2014	14-15	30.11
26-10-2014	15-16	30.2
26-10-2014	16-17	34.21
26-10-2014	17-18	36.22
26-10-2014	18-19	36.01
26-10-2014	19-20	34.78
26-10-2014	20-21	30.17
26-10-2014	21-22	30.17
26-10-2014	22-23	28.15
26-10-2014	23-00	18.2
27-10-2014	00-01	15.1
27-10-2014	01-02	12.45
27-10-2014	02-03	7.02
27-10-2014	03-04	11.4
27-10-2014	04-05	23.18
27-10-2014	05-06	34.97
27-10-2014	06-07	37.46
27-10-2014	07-08	40.96
27-10-2014	08-09	40.99
27-10-2014	09-10	40.42
27-10-2014	10-11	40.92
27-10-2014	11-12	44.98
27-10-2014	12-13	36.06
27-10-2014	13-14	36.18
27-10-2014	14-15	35.88
27-10-2014	15-16	39
27-10-2014	16-17	42.43
27-10-2014	17-18	46.83
27-10-2014	18-19	55.27
27-10-2014	19-20	37.47
27-10-2014	20-21	31.88
27-10-2014	21-22	30.8
27-10-2014	22-23	29.31
27-10-2014	23-00	17.34
28-10-2014	00-01	18.36
28-10-2014	01-02	20.81
28-10-2014	02-03	18.35
28-10-2014	03-04	19.79
28-10-2014	04-05	30.5
28-10-2014	05-06	33.35
28-10-2014	06-07	38.95
28-10-2014	07-08	40.92
28-10-2014	08-09	40.85
28-10-2014	09-10	40.67
28-10-2014	10-11	39.35
28-10-2014	11-12	37.41
28-10-2014	12-13	34.72
28-10-2014	13-14	35.64
28-10-2014	14-15	34.76
28-10-2014	15-16	37.93
28-10-2014	16-17	40.97
28-10-2014	17-18	44.77
28-10-2014	18-19	45.83
28-10-2014	19-20	37.41
28-10-2014	20-21	30.65
28-10-2014	21-22	29.89
28-10-2014	22-23	25.71
28-10-2014	23-00	23.18
29-10-2014	00-01	19.54
29-10-2014	01-02	14.93
29-10-2014	02-03	10.82
29-10-2014	03-04	18.33
29-10-2014	04-05	22.71
29-10-2014	05-06	33.62
29-10-2014	06-07	36.66
29-10-2014	07-08	37.49
29-10-2014	08-09	37.92
29-10-2014	09-10	37.89
29-10-2014	10-11	37.52
29-10-2014	11-12	37.48
29-10-2014	12-13	35.2
29-10-2014	13-14	34.93
29-10-2014	14-15	33.17
29-10-2014	15-16	38.13
29-10-2014	16-17	44.74
29-10-2014	17-18	49.15
29-10-2014	18-19	46.35
29-10-2014	19-20	36.82
29-10-2014	20-21	31.8
29-10-2014	21-22	31.35
29-10-2014	22-23	30.53
29-10-2014	23-00	29.3
30-10-2014	00-01	24
30-10-2014	01-02	17.55
30-10-2014	02-03	18.31
30-10-2014	03-04	23.12
30-10-2014	04-05	27.74
30-10-2014	05-06	35.89
30-10-2014	06-07	37.37
30-10-2014	07-08	40.84
30-10-2014	08-09	42.74
30-10-2014	09-10	40.73
30-10-2014	10-11	39.61
30-10-2014	11-12	39.9
30-10-2014	12-13	36.36
30-10-2014	13-14	35.81
30-10-2014	14-15	35.85
30-10-2014	15-16	43.65
30-10-2014	16-17	47.89
30-10-2014	17-18	59.57
30-10-2014	18-19	63.71
30-10-2014	19-20	37.06
30-10-2014	20-21	32.22
30-10-2014	21-22	31.9
30-10-2014	22-23	30.95
30-10-2014	23-00	29.63
31-10-2014	00-01	28.82
31-10-2014	01-02	28.96
31-10-2014	02-03	28.8
31-10-2014	03-04	26.02
31-10-2014	04-05	28.01
31-10-2014	05-06	31.92
31-10-2014	06-07	37.74
31-10-2014	07-08	40.85
31-10-2014	08-09	40.88
31-10-2014	09-10	39.5
31-10-2014	10-11	38.24
31-10-2014	11-12	38.07
31-10-2014	12-13	35.93
31-10-2014	13-14	35.21
31-10-2014	14-15	35.03
31-10-2014	15-16	40.83
31-10-2014	16-17	41.69
31-10-2014	17-18	59.62
31-10-2014	18-19	56.74
31-10-2014	19-20	35.99
31-10-2014	20-21	31.11
31-10-2014	21-22	32.05
31-10-2014	22-23	30.5
31-10-2014	23-00	29.27
01-11-2014	00-01	30.66
01-11-2014	01-02	30.31
01-11-2014	02-03	29.32
01-11-2014	03-04	29.65
01-11-2014	04-05	30.65
01-11-2014	05-06	33.51
01-11-2014	06-07	35.23
01-11-2014	07-08	30.62
01-11-2014	08-09	31.5
01-11-2014	09-10	31.98
01-11-2014	10-11	32.69
01-11-2014	11-12	32.58
01-11-2014	12-13	32.68
01-11-2014	13-14	31.9
01-11-2014	14-15	31.18
01-11-2014	15-16	33.26
01-11-2014	16-17	50.05
01-11-2014	17-18	48.26
01-11-2014	18-19	51.79
01-11-2014	19-20	37.11
01-11-2014	20-21	34.27
01-11-2014	21-22	32.68
01-11-2014	22-23	31.08
01-11-2014	23-00	28.35
02-11-2014	00-01	30.24
02-11-2014	01-02	27.03
02-11-2014	02-03	23.14
02-11-2014	03-04	23.18
02-11-2014	04-05	24.09
02-11-2014	05-06	29.23
02-11-2014	06-07	27.62
02-11-2014	07-08	17.29
02-11-2014	08-09	21.92
02-11-2014	09-10	25.25
02-11-2014	10-11	29.26
02-11-2014	11-12	30.2
02-11-2014	12-13	30.23
02-11-2014	13-14	29.92
02-11-2014	14-15	30.61
02-11-2014	15-16	32.46
02-11-2014	16-17	42.05
02-11-2014	17-18	30.11
02-11-2014	18-19	30.3
02-11-2014	19-20	29.42
02-11-2014	20-21	21.65
02-11-2014	21-22	15.94
02-11-2014	22-23	16.23
02-11-2014	23-00	11.5
03-11-2014	00-01	4.86
03-11-2014	01-02	4.63
03-11-2014	02-03	3.65
03-11-2014	03-04	1.95
03-11-2014	04-05	4.23
03-11-2014	05-06	23.11
03-11-2014	06-07	29.57
03-11-2014	07-08	30.69
03-11-2014	08-09	30.89
03-11-2014	09-10	30.56
03-11-2014	10-11	33.99
03-11-2014	11-12	36.24
03-11-2014	12-13	39.07
03-11-2014	13-14	33.39
03-11-2014	14-15	31.12
03-11-2014	15-16	31.38
03-11-2014	16-17	31.78
03-11-2014	17-18	32.09
03-11-2014	18-19	31.95
03-11-2014	19-20	31.24
03-11-2014	20-21	29.63
03-11-2014	21-22	25.05
03-11-2014	22-23	19.22
03-11-2014	23-00	13.5
04-11-2014	00-01	6.5
04-11-2014	01-02	5.61
04-11-2014	02-03	6.91
04-11-2014	03-04	9.81
04-11-2014	04-05	12.63
04-11-2014	05-06	35.03
04-11-2014	06-07	39.08
04-11-2014	07-08	38.86
04-11-2014	08-09	35.54
04-11-2014	09-10	35.22
04-11-2014	10-11	34.69
04-11-2014	11-12	32.67
04-11-2014	12-13	31.45
04-11-2014	13-14	31.81
04-11-2014	14-15	31.87
04-11-2014	15-16	32.1
04-11-2014	16-17	34.89
04-11-2014	17-18	34.6
04-11-2014	18-19	34.72
04-11-2014	19-20	32.16
04-11-2014	20-21	31.79
04-11-2014	21-22	31.32
04-11-2014	22-23	30.54
04-11-2014	23-00	28.19
05-11-2014	00-01	29.23
05-11-2014	01-02	27.64
05-11-2014	02-03	26.06
05-11-2014	03-04	25.36
05-11-2014	04-05	27.19
05-11-2014	05-06	30.12
05-11-2014	06-07	34.98
05-11-2014	07-08	44.07
05-11-2014	08-09	41.39
05-11-2014	09-10	42.99
05-11-2014	10-11	32.2
05-11-2014	11-12	32.11
05-11-2014	12-13	32.24
05-11-2014	13-14	32.3
05-11-2014	14-15	51.75
05-11-2014	15-16	57.1
05-11-2014	16-17	73.87
05-11-2014	17-18	73.87
05-11-2014	18-19	73.89
05-11-2014	19-20	35.89
05-11-2014	20-21	31.91
05-11-2014	21-22	31
05-11-2014	22-23	30.7
05-11-2014	23-00	28.31
06-11-2014	00-01	27.47
06-11-2014	01-02	23.97
06-11-2014	02-03	26.85
06-11-2014	03-04	28.1
06-11-2014	04-05	28.8
06-11-2014	05-06	30.69
06-11-2014	06-07	40.05
06-11-2014	07-08	51.77
06-11-2014	08-09	54.06
06-11-2014	09-10	57.05
06-11-2014	10-11	34.42
06-11-2014	11-12	35.53
06-11-2014	12-13	35.24
06-11-2014	13-14	33.64
06-11-2014	14-15	41.24
06-11-2014	15-16	45.93
06-11-2014	16-17	73.88
06-11-2014	17-18	73.87
06-11-2014	18-19	73.86
06-11-2014	19-20	35.97
06-11-2014	20-21	32.5
06-11-2014	21-22	32.37
06-11-2014	22-23	31.99
06-11-2014	23-00	30.49
07-11-2014	00-01	29.42
07-11-2014	01-02	27.86
07-11-2014	02-03	26.7
07-11-2014	03-04	25.91
07-11-2014	04-05	27.4
07-11-2014	05-06	31.17
07-11-2014	06-07	40.2
07-11-2014	07-08	67.58
07-11-2014	08-09	74
07-11-2014	09-10	66.44
07-11-2014	10-11	38
07-11-2014	11-12	36.88
07-11-2014	12-13	35.97
07-11-2014	13-14	35.96
07-11-2014	14-15	59.22
07-11-2014	15-16	80.01
07-11-2014	16-17	82.05
07-11-2014	17-18	77.35
07-11-2014	18-19	98
07-11-2014	19-20	35.93
07-11-2014	20-21	34.07
07-11-2014	21-22	35.14
07-11-2014	22-23	31.73
07-11-2014	23-00	26.53
08-11-2014	00-01	24.09
08-11-2014	01-02	23.65
08-11-2014	02-03	23.47
08-11-2014	03-04	23.15
08-11-2014	04-05	23.32
08-11-2014	05-06	31.93
08-11-2014	06-07	32.57
08-11-2014	07-08	30.62
08-11-2014	08-09	28.22
08-11-2014	09-10	29.44
08-11-2014	10-11	29.44
08-11-2014	11-12	29.12
08-11-2014	12-13	29
08-11-2014	13-14	28.14
08-11-2014	14-15	29.58
08-11-2014	15-16	32.64
08-11-2014	16-17	61.89
08-11-2014	17-18	67.63
08-11-2014	18-19	55.36
08-11-2014	19-20	50.93
08-11-2014	20-21	32.3
08-11-2014	21-22	34.97
08-11-2014	22-23	33.07
08-11-2014	23-00	29.05
09-11-2014	00-01	23.96
09-11-2014	01-02	22.94
09-11-2014	02-03	20.78
09-11-2014	03-04	21.06
09-11-2014	04-05	21.11
09-11-2014	05-06	23.14
09-11-2014	06-07	22.7
09-11-2014	07-08	22.75
09-11-2014	08-09	23.34
09-11-2014	09-10	24.12
09-11-2014	10-11	24.5
09-11-2014	11-12	25.9
09-11-2014	12-13	25.38
09-11-2014	13-14	25.69
09-11-2014	14-15	25.31
09-11-2014	15-16	28.26
09-11-2014	16-17	32.24
09-11-2014	17-18	32.68
09-11-2014	18-19	31.57
09-11-2014	19-20	30.54
09-11-2014	20-21	29.76
09-11-2014	21-22	29.29
09-11-2014	22-23	28.71
09-11-2014	23-00	24.64
10-11-2014	00-01	24.61
10-11-2014	01-02	24.08
10-11-2014	02-03	24.26
10-11-2014	03-04	23.91
10-11-2014	04-05	24.08
10-11-2014	05-06	25.63
10-11-2014	06-07	31.93
10-11-2014	07-08	41.93
10-11-2014	08-09	48.5
10-11-2014	09-10	48.04
10-11-2014	10-11	32.25
10-11-2014	11-12	32.16
10-11-2014	12-13	32.26
10-11-2014	13-14	32.34
10-11-2014	14-15	37.33
10-11-2014	15-16	51.27
10-11-2014	16-17	65.04
10-11-2014	17-18	51.99
10-11-2014	18-19	38.06
10-11-2014	19-20	31.83
10-11-2014	20-21	31
10-11-2014	21-22	30.7
10-11-2014	22-23	29.98
10-11-2014	23-00	27.46
11-11-2014	00-01	25.97
11-11-2014	01-02	25.48
11-11-2014	02-03	25.42
11-11-2014	03-04	25.28
11-11-2014	04-05	25.44
11-11-2014	05-06	27.98
11-11-2014	06-07	31.29
11-11-2014	07-08	35.22
11-11-2014	08-09	34.97
11-11-2014	09-10	39.03
11-11-2014	10-11	33.26
11-11-2014	11-12	33.22
11-11-2014	12-13	32.82
11-11-2014	13-14	32.65
11-11-2014	14-15	36.64
11-11-2014	15-16	52.55
11-11-2014	16-17	74.37
11-11-2014	17-18	63.42
11-11-2014	18-19	54.09
11-11-2014	19-20	32.52
11-11-2014	20-21	31.63
11-11-2014	21-22	30.87
11-11-2014	22-23	29.76
11-11-2014	23-00	25.74
12-11-2014	00-01	25.14
12-11-2014	01-02	23.88
12-11-2014	02-03	23.74
12-11-2014	03-04	23.7
12-11-2014	04-05	24.85
12-11-2014	05-06	27.79
12-11-2014	06-07	35.25
12-11-2014	07-08	41.34
12-11-2014	08-09	41.61
12-11-2014	09-10	50.15
12-11-2014	10-11	33.11
12-11-2014	11-12	32.91
12-11-2014	12-13	32.76
12-11-2014	13-14	32.55
12-11-2014	14-15	39.82
12-11-2014	15-16	57.96
12-11-2014	16-17	70.58
12-11-2014	17-18	63.2
12-11-2014	18-19	52.8
12-11-2014	19-20	36.02
12-11-2014	20-21	32.09
12-11-2014	21-22	31.52
12-11-2014	22-23	30.63
12-11-2014	23-00	27.84
13-11-2014	00-01	28.7
13-11-2014	01-02	28.11
13-11-2014	02-03	26.88
13-11-2014	03-04	24.95
13-11-2014	04-05	26.55
13-11-2014	05-06	28.41
13-11-2014	06-07	37.68
13-11-2014	07-08	55.31
13-11-2014	08-09	58.51
13-11-2014	09-10	45.13
13-11-2014	10-11	33.97
13-11-2014	11-12	33.12
13-11-2014	12-13	32.78
13-11-2014	13-14	32.87
13-11-2014	14-15	74.32
13-11-2014	15-16	79.73
13-11-2014	16-17	76.51
13-11-2014	17-18	80.07
13-11-2014	18-19	74.38
13-11-2014	19-20	35.99
13-11-2014	20-21	32.27
13-11-2014	21-22	32.29
13-11-2014	22-23	31.29
13-11-2014	23-00	29.85
14-11-2014	00-01	29.39
14-11-2014	01-02	27.93
14-11-2014	02-03	26.34
14-11-2014	03-04	25.97
14-11-2014	04-05	26.94
14-11-2014	05-06	29.32
14-11-2014	06-07	44
14-11-2014	07-08	62.48
14-11-2014	08-09	73.78
14-11-2014	09-10	64.28
14-11-2014	10-11	40.5
14-11-2014	11-12	37.54
14-11-2014	12-13	37.06
14-11-2014	13-14	35.73
14-11-2014	14-15	45.68
14-11-2014	15-16	73.02
14-11-2014	16-17	73.93
14-11-2014	17-18	70.95
14-11-2014	18-19	67.54
14-11-2014	19-20	36.32
14-11-2014	20-21	30.93
14-11-2014	21-22	30.91
14-11-2014	22-23	29.89
14-11-2014	23-00	28.2
15-11-2014	00-01	27.39
15-11-2014	01-02	26.02
15-11-2014	02-03	25.56
15-11-2014	03-04	24.59
15-11-2014	04-05	24.89
15-11-2014	05-06	25.96
15-11-2014	06-07	27.22
15-11-2014	07-08	28.23
15-11-2014	08-09	29.79
15-11-2014	09-10	30.86
15-11-2014	10-11	31.12
15-11-2014	11-12	31.23
15-11-2014	12-13	30.83
15-11-2014	13-14	30.75
15-11-2014	14-15	30.67
15-11-2014	15-16	31.1
15-11-2014	16-17	32
15-11-2014	17-18	32.26
15-11-2014	18-19	32.11
15-11-2014	19-20	31.22
15-11-2014	20-21	30.63
15-11-2014	21-22	30.33
15-11-2014	22-23	29.64
15-11-2014	23-00	27.94
16-11-2014	00-01	26.65
16-11-2014	01-02	24.07
16-11-2014	02-03	23.83
16-11-2014	03-04	23.52
16-11-2014	04-05	23.07
16-11-2014	05-06	23.59
16-11-2014	06-07	25.33
16-11-2014	07-08	26.73
16-11-2014	08-09	27.22
16-11-2014	09-10	28.05
16-11-2014	10-11	29.75
16-11-2014	11-12	30.5
16-11-2014	12-13	30.66
16-11-2014	13-14	29.36
16-11-2014	14-15	28.7
16-11-2014	15-16	29.3
16-11-2014	16-17	30.72
16-11-2014	17-18	31.79
16-11-2014	18-19	32.01
16-11-2014	19-20	31.2
16-11-2014	20-21	30.73
16-11-2014	21-22	30.23
16-11-2014	22-23	29.03
16-11-2014	23-00	28.03
17-11-2014	00-01	26.46
17-11-2014	01-02	24.61
17-11-2014	02-03	24.57
17-11-2014	03-04	25.06
17-11-2014	04-05	26.3
